Frame,Track_ID,Class_ID,Confidence,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2,FPS
382,3.0,0.0,0.8617,1.72,81.27,1838.85,1080.0,21.21
383,3.0,0.0,0.8696,0.0,60.98,1835.57,1080.0,21.22
384,3.0,0.0,0.8862,0.0,43.19,1837.08,1080.0,21.15
385,3.0,0.0,0.8963,0.0,22.57,1827.07,1080.0,20.93
386,,,,,,,,63.39
387,,,,,,,,63.32
388,3.0,0.0,0.1079,0.0,0.0,1869.38,1080.0,14.65
389,3.0,0.0,0.1366,0.0,0.0,1908.5,1080.0,22.97
390,3.0,0.0,0.1282,7.92,0.0,1920.0,1079.33,20.9
391,,,,,,,,29.93
392,3.0,0.0,0.4266,13.65,1.18,1920.0,1057.32,20.12
393,3.0,0.0,0.7331,11.74,1.82,1920.0,1021.34,21.06
394,3.0,0.0,0.6938,11.62,1.88,1920.0,1034.66,20.79
395,3.0,0.0,0.6417,9.93,1.78,1920.0,1039.26,21.18
396,3.0,0.0,0.7461,8.15,1.56,1920.0,1039.28,21.16
397,3.0,0.0,0.7042,8.75,1.4,1920.0,1036.21,20.51
398,3.0,0.0,0.7482,8.18,1.22,1920.0,1033.66,27.32
399,3.0,0.0,0.6484,13.93,1.09,1920.0,1025.77,21.0
400,3.0,0.0,0.7356,10.93,0.96,1920.0,1042.0,21.17
401,3.0,0.0,0.6698,16.82,0.87,1920.0,1032.26,21.15
402,3.0,0.0,0.7142,26.18,0.76,1920.0,1027.4,21.06
403,3.0,0.0,0.7148,25.91,0.68,1920.0,1023.89,21.03
404,3.0,0.0,0.7313,34.63,0.58,1920.0,1022.86,21.17
405,3.0,0.0,0.7495,17.96,2.49,1920.0,1033.99,20.94
406,3.0,0.0,0.7063,24.54,1.17,1920.0,1024.47,21.93
407,3.0,0.0,0.6947,21.18,0.63,1920.0,1022.05,18.78
408,3.0,0.0,0.6373,11.04,0.43,1919.2,1026.49,20.82
409,3.0,0.0,0.6335,7.65,0.32,1917.79,1034.13,21.06
410,3.0,0.0,0.6157,6.38,0.27,1916.51,1034.36,20.92
411,3.0,0.0,0.6686,3.97,0.23,1916.35,1027.04,15.71
412,3.0,0.0,0.6624,4.44,0.19,1917.28,1012.97,20.8
413,3.0,0.0,0.672,2.37,0.18,1916.42,1011.55,20.99
414,3.0,0.0,0.691,1.39,0.17,1916.78,1007.54,20.77
415,3.0,0.0,0.7004,0.89,0.2,1915.89,1002.48,27.32
416,3.0,0.0,0.7305,0.43,0.21,1915.59,1009.11,21.21
417,3.0,0.0,0.7515,0.28,0.21,1912.91,1008.12,15.82
418,3.0,0.0,0.7813,0.85,0.2,1908.41,1005.79,21.03
419,3.0,0.0,0.7887,1.13,0.24,1906.09,1006.1,21.1
