Frame,Track_ID,Class_ID,Confidence,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2,FPS
494,3.0,0.0,0.3199,0.0,0.0,1605.0,921.0,3.25
495,3.0,0.0,0.3849,0.0,0.0,1778.0,914.0,3.69
496,3.0,0.0,0.2815,0.0,0.0,1859.0,927.0,2.93
497,3.0,0.0,0.1988,3.0,0.0,1900.0,947.0,2.8
498,,,,,,,,4.35
499,3.0,0.0,0.1027,6.0,0.0,1903.0,950.0,3.92
500,3.0,0.0,0.1288,3.0,0.0,1838.0,910.0,3.92
501,3.0,0.0,0.1333,8.0,0.0,1843.0,913.0,3.59
502,,,,,,,,4.15
503,3.0,0.0,0.209,17.0,0.0,1861.0,930.0,3.55
504,3.0,0.0,0.192,14.0,0.0,1857.0,936.0,3.44
505,,,,,,,,3.81
506,3.0,0.0,0.2478,8.0,0.0,1617.0,878.0,3.78
507,3.0,0.0,0.149,10.0,0.0,1769.0,866.0,3.63
508,,,,,,,,3.66
509,,,,,,,,4.0
510,3.0,0.0,0.1253,9.0,0.0,1857.0,920.0,3.58
511,3.0,0.0,0.152,10.0,0.0,1887.0,933.0,3.24
512,,,,,,,,3.87
513,3.0,0.0,0.1132,298.0,10.0,1876.0,871.0,2.83
514,,,,,,,,3.11
515,3.0,0.0,0.1323,392.0,12.0,1606.0,837.0,3.3
516,3.0,0.0,0.308,204.0,4.0,1553.0,861.0,3.3
517,,,,,,,,3.68
518,3.0,0.0,0.1094,200.0,1.0,1732.0,841.0,2.94
519,,,,,,,,4.37
520,,,,,,,,4.26
521,,,,,,,,3.86
522,,,,,,,,4.26
523,,,,,,,,3.85
524,,,,,,,,3.85
525,,,,,,,,3.25
526,3.0,0.0,0.1456,76.0,0.0,1856.0,1001.0,3.65
527,,,,,,,,4.22
528,,,,,,,,3.9
529,,,,,,,,4.13
530,,,,,,,,3.6
531,,,,,,,,3.63
532,,,,,,,,4.0
533,,,,,,,,3.67
534,,,,,,,,3.69
535,,,,,,,,3.7
536,,,,,,,,3.74
537,,,,,,,,3.77
538,,,,,,,,3.8
539,,,,,,,,2.98
540,3.0,0.0,0.5366,8.0,1.0,1640.0,1027.0,3.9
541,3.0,0.0,0.4756,3.0,2.0,1606.0,1013.0,3.69
542,3.0,0.0,0.4608,2.0,2.0,1606.0,1005.0,3.74
543,3.0,0.0,0.2933,3.0,2.0,1595.0,1010.0,3.12
544,3.0,0.0,0.3725,5.0,1.0,1603.0,1000.0,3.57
545,3.0,0.0,0.2954,7.0,1.0,1636.0,995.0,3.33
546,,,,,,,,4.17
547,,,,,,,,4.07
548,,,,,,,,4.14
549,,,,,,,,3.82
550,,,,,,,,3.02
551,,,,,,,,3.19
552,,,,,,,,3.77
553,,,,,,,,3.52
554,,,,,,,,3.71
555,,,,,,,,3.67
556,,,,,,,,4.25
557,,,,,,,,4.0
558,,,,,,,,3.59
559,,,,,,,,4.03
560,,,,,,,,3.85
561,,,,,,,,3.1
562,,,,,,,,3.78
563,,,,,,,,3.57
564,,,,,,,,3.46
565,,,,,,,,3.8
566,,,,,,,,3.74
567,,,,,,,,3.76
568,,,,,,,,3.04
569,,,,,,,,4.02
570,,,,,,,,3.95
571,3.0,0.0,0.604,134.0,138.0,1835.0,690.0,3.82
572,3.0,0.0,0.5609,115.0,161.0,1857.0,681.0,4.0
573,3.0,0.0,0.5739,109.0,170.0,1830.0,658.0,3.71
574,3.0,0.0,0.6372,90.0,165.0,1821.0,651.0,3.74
575,3.0,0.0,0.6311,77.0,163.0,1821.0,651.0,3.48
576,3.0,0.0,0.6462,87.0,161.0,1808.0,640.0,3.82
577,3.0,0.0,0.6399,110.0,161.0,1816.0,621.0,3.44
578,3.0,0.0,0.6401,111.0,160.0,1813.0,618.0,3.81
579,3.0,0.0,0.6302,109.0,159.0,1822.0,616.0,3.5
580,3.0,0.0,0.6273,95.0,159.0,1821.0,620.0,3.52
581,3.0,0.0,0.6149,84.0,158.0,1827.0,633.0,3.4
582,3.0,0.0,0.6593,72.0,158.0,1820.0,640.0,3.64
583,3.0,0.0,0.681,84.0,157.0,1815.0,638.0,3.16
584,3.0,0.0,0.6722,92.0,157.0,1793.0,635.0,3.18
585,3.0,0.0,0.6777,103.0,157.0,1797.0,637.0,3.44
586,3.0,0.0,0.6777,94.0,157.0,1796.0,642.0,3.6
587,3.0,0.0,0.6398,92.0,157.0,1810.0,640.0,3.57
588,3.0,0.0,0.6676,96.0,158.0,1834.0,675.0,3.53
589,3.0,0.0,0.6657,104.0,161.0,1818.0,652.0,3.66
590,3.0,0.0,0.6955,108.0,163.0,1832.0,680.0,3.42
591,3.0,0.0,0.6676,94.0,165.0,1816.0,662.0,2.72
592,3.0,0.0,0.7043,91.0,167.0,1810.0,654.0,4.03
593,3.0,0.0,0.6849,85.0,171.0,1802.0,646.0,3.67
594,3.0,0.0,0.6848,85.0,171.0,1800.0,644.0,3.77
595,3.0,0.0,0.6524,83.0,172.0,1788.0,644.0,3.69
596,3.0,0.0,0.6461,84.0,169.0,1791.0,641.0,3.85
597,3.0,0.0,0.6229,107.0,170.0,1799.0,655.0,3.76
598,3.0,0.0,0.6239,113.0,168.0,1783.0,663.0,3.94
599,3.0,0.0,0.5884,112.0,167.0,1792.0,670.0,3.79
600,3.0,0.0,0.5968,101.0,162.0,1767.0,648.0,3.68
601,3.0,0.0,0.509,80.0,164.0,1754.0,654.0,3.4
602,3.0,0.0,0.5301,81.0,162.0,1782.0,672.0,3.66
603,3.0,0.0,0.6031,92.0,162.0,1791.0,680.0,3.26
604,3.0,0.0,0.5728,117.0,162.0,1807.0,683.0,3.2
605,3.0,0.0,0.617,87.0,157.0,1802.0,696.0,3.56
606,3.0,0.0,0.5709,82.0,156.0,1814.0,695.0,3.88
607,3.0,0.0,0.5965,92.0,155.0,1814.0,705.0,3.58
608,3.0,0.0,0.6503,79.0,157.0,1798.0,699.0,3.86
609,3.0,0.0,0.6358,48.0,156.0,1796.0,716.0,3.06
610,3.0,0.0,0.5163,47.0,161.0,1789.0,724.0,2.83
611,3.0,0.0,0.2285,61.0,162.0,1799.0,736.0,3.56
612,3.0,0.0,0.5312,57.0,163.0,1762.0,729.0,4.11
613,3.0,0.0,0.3844,61.0,165.0,1761.0,704.0,3.32
614,3.0,0.0,0.3139,54.0,166.0,1782.0,695.0,3.65
615,3.0,0.0,0.3906,74.0,166.0,1815.0,707.0,3.65
616,3.0,0.0,0.4021,59.0,166.0,1812.0,720.0,3.95
617,3.0,0.0,0.3594,54.0,169.0,1788.0,695.0,3.7
618,3.0,0.0,0.3859,41.0,167.0,1758.0,714.0,3.77
619,3.0,0.0,0.4146,32.0,166.0,1715.0,722.0,2.98
620,3.0,0.0,0.397,31.0,165.0,1675.0,716.0,2.83
621,3.0,0.0,0.4454,23.0,166.0,1713.0,723.0,3.66
622,3.0,0.0,0.3863,14.0,160.0,1722.0,738.0,4.01
623,3.0,0.0,0.3521,31.0,163.0,1708.0,721.0,3.71
624,3.0,0.0,0.3401,43.0,167.0,1695.0,705.0,3.68
625,3.0,0.0,0.4301,31.0,166.0,1612.0,706.0,3.74
626,3.0,0.0,0.2233,63.0,168.0,1644.0,706.0,3.83
627,3.0,0.0,0.3372,69.0,170.0,1624.0,698.0,3.17
628,3.0,0.0,0.2693,79.0,171.0,1612.0,697.0,2.65
629,3.0,0.0,0.2653,70.0,170.0,1563.0,703.0,2.38
630,3.0,0.0,0.1502,149.0,177.0,1719.0,704.0,3.88
631,3.0,0.0,0.2352,154.0,173.0,1716.0,710.0,3.68
632,3.0,0.0,0.1564,142.0,177.0,1712.0,707.0,4.12
633,3.0,0.0,0.1104,198.0,182.0,1755.0,704.0,3.59
634,3.0,0.0,0.114,182.0,174.0,1633.0,708.0,3.72
635,,,,,,,,4.04
636,3.0,0.0,0.3003,72.0,167.0,1567.0,718.0,3.96
637,3.0,0.0,0.1206,66.0,169.0,1702.0,723.0,3.77
638,3.0,0.0,0.1357,39.0,165.0,1629.0,735.0,3.8
639,3.0,0.0,0.2756,17.0,165.0,1648.0,738.0,3.9
640,3.0,0.0,0.3003,7.0,164.0,1672.0,737.0,3.71
641,3.0,0.0,0.2496,16.0,174.0,1718.0,722.0,3.43
642,3.0,0.0,0.2759,10.0,185.0,1707.0,669.0,3.78
643,3.0,0.0,0.2821,21.0,185.0,1757.0,714.0,3.53
644,3.0,0.0,0.4413,16.0,198.0,1687.0,662.0,3.45
645,3.0,0.0,0.3554,31.0,208.0,1703.0,637.0,2.87
646,3.0,0.0,0.2125,28.0,225.0,1709.0,603.0,4.06
647,3.0,0.0,0.2452,41.0,216.0,1694.0,610.0,3.5
648,3.0,0.0,0.1997,25.0,216.0,1658.0,600.0,4.13
649,3.0,0.0,0.3113,17.0,205.0,1632.0,615.0,4.09
650,3.0,0.0,0.2157,16.0,221.0,1672.0,595.0,4.0
651,3.0,0.0,0.1529,18.0,226.0,1709.0,591.0,3.65
652,3.0,0.0,0.1528,17.0,230.0,1694.0,586.0,3.77
653,3.0,0.0,0.1629,19.0,224.0,1720.0,592.0,3.35
654,3.0,0.0,0.2865,30.0,215.0,1680.0,610.0,3.28
655,3.0,0.0,0.257,26.0,207.0,1701.0,619.0,3.46
656,3.0,0.0,0.1312,25.0,215.0,1723.0,607.0,3.81
657,3.0,0.0,0.233,25.0,211.0,1724.0,622.0,3.82
658,3.0,0.0,0.1187,18.0,188.0,1793.0,715.0,3.56
659,3.0,0.0,0.1116,13.0,178.0,1822.0,756.0,3.77
660,3.0,0.0,0.1114,9.0,169.0,1845.0,783.0,3.57
661,3.0,0.0,0.1705,8.0,169.0,1851.0,791.0,3.23
662,3.0,0.0,0.1562,16.0,182.0,1853.0,786.0,3.5
663,3.0,0.0,0.1682,17.0,191.0,1856.0,780.0,3.25
664,3.0,0.0,0.1511,19.0,190.0,1853.0,788.0,3.28
665,3.0,0.0,0.1134,15.0,193.0,1853.0,789.0,3.05
666,,,,,,,,3.01
667,,,,,,,,3.07
668,,,,,,,,4.41
669,,,,,,,,4.32
670,,,,,,,,3.89
671,4.0,0.0,0.7659,232.0,140.0,1524.0,847.0,3.88
672,4.0,0.0,0.7978,247.0,123.0,1521.0,929.0,4.32
673,4.0,0.0,0.8084,221.0,101.0,1519.0,984.0,3.89
674,4.0,0.0,0.7938,172.0,105.0,1500.0,1034.0,3.69
675,4.0,0.0,0.8275,179.0,82.0,1468.0,1036.0,3.4
676,4.0,0.0,0.8154,190.0,109.0,1452.0,1033.0,3.77
677,4.0,0.0,0.799,179.0,120.0,1454.0,1029.0,3.84
678,4.0,0.0,0.8051,166.0,127.0,1449.0,1036.0,3.54
679,4.0,0.0,0.7799,120.0,134.0,1444.0,1051.0,3.6
680,4.0,0.0,0.7756,83.0,130.0,1439.0,1054.0,3.75
681,4.0,0.0,0.7845,65.0,145.0,1429.0,1057.0,3.24
682,4.0,0.0,0.8252,127.0,149.0,1431.0,1041.0,3.42
683,4.0,0.0,0.8357,218.0,145.0,1434.0,1029.0,3.16
684,4.0,0.0,0.8453,241.0,146.0,1437.0,1021.0,3.3
685,4.0,0.0,0.837,267.0,142.0,1441.0,1014.0,3.49
686,4.0,0.0,0.8367,294.0,136.0,1433.0,1012.0,3.76
687,4.0,0.0,0.8356,304.0,134.0,1427.0,1011.0,3.8
688,4.0,0.0,0.8346,309.0,134.0,1425.0,1012.0,3.55
689,4.0,0.0,0.8295,308.0,135.0,1422.0,1009.0,3.77
690,4.0,0.0,0.8234,309.0,136.0,1424.0,1009.0,3.66
691,4.0,0.0,0.8278,309.0,135.0,1425.0,1009.0,3.31
692,4.0,0.0,0.8337,314.0,129.0,1430.0,1013.0,3.6
693,4.0,0.0,0.826,308.0,128.0,1427.0,1008.0,3.32
694,4.0,0.0,0.8257,309.0,132.0,1429.0,1007.0,3.45
695,4.0,0.0,0.8217,303.0,132.0,1427.0,1004.0,3.44
696,4.0,0.0,0.8313,312.0,132.0,1429.0,1001.0,2.93
697,4.0,0.0,0.8195,303.0,133.0,1427.0,1006.0,3.04
698,4.0,0.0,0.8317,313.0,133.0,1428.0,1002.0,2.87
699,4.0,0.0,0.8286,311.0,132.0,1428.0,1006.0,3.52
700,4.0,0.0,0.8301,302.0,126.0,1429.0,1004.0,4.29
701,4.0,0.0,0.8181,300.0,124.0,1432.0,1011.0,3.64
702,4.0,0.0,0.8182,293.0,121.0,1429.0,1009.0,4.23
703,4.0,0.0,0.8128,293.0,117.0,1429.0,1007.0,3.97
704,4.0,0.0,0.8017,285.0,94.0,1434.0,998.0,3.96
705,4.0,0.0,0.8115,284.0,97.0,1431.0,999.0,3.58
706,4.0,0.0,0.8029,292.0,82.0,1456.0,988.0,3.92
707,4.0,0.0,0.8105,278.0,78.0,1467.0,1001.0,3.75
708,4.0,0.0,0.8103,267.0,82.0,1470.0,997.0,3.72
709,4.0,0.0,0.8159,278.0,77.0,1475.0,992.0,3.81
710,4.0,0.0,0.8105,281.0,70.0,1474.0,998.0,3.77
711,4.0,0.0,0.8153,269.0,73.0,1476.0,995.0,3.5
712,4.0,0.0,0.8109,266.0,76.0,1476.0,998.0,3.5
713,4.0,0.0,0.8112,284.0,68.0,1473.0,974.0,3.31
714,4.0,0.0,0.8292,284.0,64.0,1468.0,970.0,3.26
715,4.0,0.0,0.8241,256.0,38.0,1464.0,952.0,3.41
716,4.0,0.0,0.822,238.0,30.0,1455.0,958.0,3.76
717,4.0,0.0,0.8203,233.0,27.0,1453.0,970.0,3.3
718,4.0,0.0,0.8184,245.0,31.0,1452.0,969.0,3.58
719,4.0,0.0,0.8287,243.0,13.0,1467.0,978.0,3.7
720,4.0,0.0,0.8424,241.0,7.0,1473.0,976.0,3.79
721,4.0,0.0,0.732,238.0,2.0,1493.0,973.0,3.28
722,4.0,0.0,0.844,230.0,0.0,1532.0,976.0,2.82
723,4.0,0.0,0.8409,226.0,2.0,1544.0,978.0,2.85
724,4.0,0.0,0.8461,236.0,4.0,1548.0,970.0,3.6
725,4.0,0.0,0.86,348.0,153.0,1804.0,1040.0,2.84
726,4.0,0.0,0.8619,372.0,187.0,1885.0,1060.0,4.07
727,4.0,0.0,0.8622,381.0,207.0,1918.0,1063.0,4.13
728,4.0,0.0,0.8634,384.0,212.0,1920.0,1063.0,3.76
729,4.0,0.0,0.8593,383.0,203.0,1920.0,1069.0,3.79
730,4.0,0.0,0.8626,386.0,209.0,1920.0,1065.0,3.9
731,4.0,0.0,0.8617,382.0,210.0,1920.0,1064.0,3.42
732,4.0,0.0,0.8601,380.0,201.0,1920.0,1066.0,3.65
733,4.0,0.0,0.8613,381.0,203.0,1920.0,1065.0,3.41
734,4.0,0.0,0.8621,384.0,210.0,1920.0,1066.0,3.32
735,4.0,0.0,0.8584,383.0,213.0,1920.0,1066.0,3.44
736,4.0,0.0,0.8608,386.0,224.0,1920.0,1061.0,2.82
737,4.0,0.0,0.8647,385.0,227.0,1920.0,1062.0,3.06
738,4.0,0.0,0.8599,384.0,228.0,1920.0,1064.0,3.02
739,4.0,0.0,0.861,381.0,225.0,1920.0,1068.0,4.16
740,4.0,0.0,0.8584,378.0,224.0,1920.0,1070.0,4.15
741,4.0,0.0,0.8518,378.0,223.0,1920.0,1070.0,3.48
742,4.0,0.0,0.8492,381.0,217.0,1920.0,1073.0,3.88
743,4.0,0.0,0.8458,381.0,211.0,1920.0,1075.0,3.72
744,4.0,0.0,0.8466,380.0,218.0,1920.0,1070.0,3.78
745,4.0,0.0,0.8533,377.0,221.0,1920.0,1069.0,3.54
746,4.0,0.0,0.8476,377.0,223.0,1920.0,1071.0,3.76
747,4.0,0.0,0.8624,376.0,224.0,1920.0,1068.0,3.45
748,4.0,0.0,0.8579,376.0,223.0,1920.0,1066.0,3.29
749,4.0,0.0,0.8548,380.0,225.0,1920.0,1068.0,3.38
750,4.0,0.0,0.8446,380.0,216.0,1919.0,1072.0,3.53
751,4.0,0.0,0.8494,381.0,221.0,1920.0,1069.0,3.0
752,4.0,0.0,0.848,380.0,221.0,1920.0,1071.0,3.59
753,4.0,0.0,0.8524,378.0,211.0,1916.0,1074.0,3.23
754,4.0,0.0,0.853,382.0,206.0,1914.0,1073.0,3.29
755,4.0,0.0,0.8428,342.0,159.0,1890.0,1080.0,3.0
756,4.0,0.0,0.8485,375.0,132.0,1885.0,1080.0,2.91
757,4.0,0.0,0.8695,376.0,115.0,1895.0,1080.0,2.9
758,4.0,0.0,0.8541,370.0,100.0,1908.0,1080.0,3.92
759,4.0,0.0,0.8509,358.0,94.0,1920.0,1078.0,3.96
760,4.0,0.0,0.8582,362.0,101.0,1920.0,1074.0,4.12
761,4.0,0.0,0.8647,361.0,100.0,1920.0,1074.0,3.62
762,4.0,0.0,0.8625,360.0,110.0,1919.0,1070.0,4.03
763,4.0,0.0,0.8657,356.0,117.0,1920.0,1069.0,3.69
764,4.0,0.0,0.8653,356.0,115.0,1920.0,1069.0,3.47
765,4.0,0.0,0.8591,351.0,112.0,1920.0,1070.0,3.58
766,4.0,0.0,0.8544,351.0,108.0,1920.0,1075.0,3.62
767,4.0,0.0,0.855,348.0,107.0,1920.0,1076.0,3.61
768,4.0,0.0,0.8546,348.0,107.0,1920.0,1077.0,3.49
769,4.0,0.0,0.8503,355.0,102.0,1920.0,1078.0,3.75
770,4.0,0.0,0.8557,356.0,99.0,1920.0,1078.0,3.62
771,4.0,0.0,0.8556,359.0,92.0,1920.0,1077.0,3.32
772,4.0,0.0,0.8516,359.0,91.0,1920.0,1077.0,3.5
773,4.0,0.0,0.8518,360.0,97.0,1920.0,1078.0,3.19
774,4.0,0.0,0.8571,370.0,99.0,1920.0,1078.0,3.12
775,4.0,0.0,0.8512,362.0,98.0,1920.0,1078.0,3.62
776,4.0,0.0,0.8541,357.0,98.0,1920.0,1078.0,3.72
777,4.0,0.0,0.8564,370.0,104.0,1920.0,1079.0,3.82
778,4.0,0.0,0.8572,364.0,105.0,1920.0,1078.0,3.58
779,4.0,0.0,0.8557,361.0,96.0,1920.0,1078.0,3.74
780,4.0,0.0,0.8554,356.0,94.0,1920.0,1079.0,3.72
781,4.0,0.0,0.8522,357.0,93.0,1920.0,1079.0,3.34
782,4.0,0.0,0.858,360.0,94.0,1920.0,1078.0,3.65
783,4.0,0.0,0.8515,358.0,91.0,1920.0,1079.0,3.37
784,4.0,0.0,0.8603,372.0,100.0,1920.0,1078.0,3.28
785,4.0,0.0,0.8615,368.0,108.0,1920.0,1074.0,3.4
786,4.0,0.0,0.8622,370.0,109.0,1920.0,1075.0,2.95
787,4.0,0.0,0.8552,374.0,99.0,1920.0,1077.0,4.2
788,4.0,0.0,0.8567,366.0,99.0,1920.0,1077.0,3.84
789,4.0,0.0,0.8545,364.0,103.0,1919.0,1078.0,4.16
790,4.0,0.0,0.8595,374.0,101.0,1920.0,1080.0,3.93
791,4.0,0.0,0.863,378.0,99.0,1920.0,1079.0,3.74
792,4.0,0.0,0.8598,380.0,99.0,1920.0,1079.0,4.2
793,4.0,0.0,0.8644,373.0,109.0,1920.0,1074.0,3.72
794,4.0,0.0,0.8612,378.0,106.0,1920.0,1076.0,3.51
795,4.0,0.0,0.8675,368.0,112.0,1919.0,1072.0,3.54
796,4.0,0.0,0.8836,359.0,106.0,1913.0,1070.0,3.83
797,4.0,0.0,0.8646,355.0,116.0,1917.0,1072.0,3.81
798,4.0,0.0,0.8746,363.0,123.0,1918.0,1071.0,3.73
799,4.0,0.0,0.867,368.0,112.0,1919.0,1074.0,3.75
800,4.0,0.0,0.8645,363.0,111.0,1919.0,1075.0,3.62
801,4.0,0.0,0.8736,369.0,117.0,1919.0,1076.0,3.34
802,4.0,0.0,0.8646,364.0,113.0,1919.0,1075.0,3.11
803,4.0,0.0,0.8653,370.0,110.0,1920.0,1078.0,3.34
804,4.0,0.0,0.8618,359.0,109.0,1919.0,1079.0,2.67
805,4.0,0.0,0.8607,352.0,105.0,1919.0,1079.0,3.88
806,4.0,0.0,0.8656,365.0,106.0,1919.0,1077.0,4.16
807,4.0,0.0,0.8611,362.0,104.0,1919.0,1077.0,4.33
808,4.0,0.0,0.8619,357.0,107.0,1919.0,1078.0,4.22
809,4.0,0.0,0.8672,367.0,109.0,1919.0,1076.0,4.07
810,4.0,0.0,0.8706,360.0,116.0,1919.0,1077.0,4.33
811,4.0,0.0,0.8711,358.0,119.0,1919.0,1076.0,4.04
812,4.0,0.0,0.8596,370.0,113.0,1919.0,1079.0,4.05
813,4.0,0.0,0.8383,348.0,106.0,1919.0,1080.0,3.59
814,4.0,0.0,0.826,350.0,104.0,1919.0,1080.0,3.46
815,4.0,0.0,0.8245,356.0,105.0,1919.0,1080.0,3.6
816,4.0,0.0,0.8273,358.0,110.0,1919.0,1080.0,3.53
817,4.0,0.0,0.8274,358.0,112.0,1919.0,1079.0,3.86
818,4.0,0.0,0.8063,351.0,100.0,1919.0,1079.0,3.73
819,4.0,0.0,0.8187,352.0,102.0,1919.0,1079.0,3.75
820,4.0,0.0,0.8197,353.0,96.0,1919.0,1079.0,3.49
821,4.0,0.0,0.8462,360.0,113.0,1918.0,1080.0,3.38
822,4.0,0.0,0.8572,365.0,121.0,1918.0,1080.0,3.68
823,4.0,0.0,0.8559,367.0,124.0,1918.0,1078.0,3.23
824,4.0,0.0,0.8436,367.0,124.0,1918.0,1076.0,3.4
825,4.0,0.0,0.8422,366.0,114.0,1918.0,1078.0,3.45
826,4.0,0.0,0.8453,370.0,117.0,1919.0,1079.0,3.61
827,4.0,0.0,0.8449,372.0,117.0,1919.0,1079.0,3.8
828,4.0,0.0,0.8386,374.0,119.0,1919.0,1079.0,3.79
829,4.0,0.0,0.8294,378.0,117.0,1918.0,1080.0,3.75
830,4.0,0.0,0.8283,379.0,117.0,1918.0,1079.0,3.74
831,4.0,0.0,0.8493,377.0,118.0,1919.0,1079.0,3.45
832,4.0,0.0,0.8387,371.0,114.0,1918.0,1079.0,3.51
833,4.0,0.0,0.8413,377.0,119.0,1919.0,1080.0,2.66
834,4.0,0.0,0.8365,374.0,119.0,1918.0,1079.0,3.61
835,4.0,0.0,0.8429,374.0,118.0,1918.0,1079.0,3.83
836,4.0,0.0,0.8458,370.0,119.0,1919.0,1079.0,3.85
837,4.0,0.0,0.8436,369.0,123.0,1919.0,1079.0,3.6
838,4.0,0.0,0.8463,369.0,125.0,1919.0,1079.0,3.74
839,4.0,0.0,0.8342,370.0,127.0,1919.0,1080.0,3.74
840,4.0,0.0,0.8486,368.0,127.0,1919.0,1079.0,3.5
841,4.0,0.0,0.3528,739.0,166.0,1821.0,998.0,3.09
842,4.0,0.0,0.353,809.0,162.0,1895.0,1017.0,3.41
843,4.0,0.0,0.2959,833.0,171.0,1920.0,1022.0,3.2
844,4.0,0.0,0.2749,842.0,178.0,1920.0,1018.0,3.42
845,4.0,0.0,0.2592,844.0,185.0,1920.0,1013.0,3.6
846,4.0,0.0,0.27,844.0,182.0,1920.0,1008.0,3.53
847,4.0,0.0,0.3013,848.0,179.0,1920.0,1004.0,3.78
848,4.0,0.0,0.3277,847.0,175.0,1920.0,1006.0,3.79
849,4.0,0.0,0.3366,852.0,177.0,1920.0,1010.0,3.7
850,4.0,0.0,0.2711,848.0,185.0,1920.0,1012.0,3.42
851,4.0,0.0,0.3175,851.0,184.0,1920.0,1013.0,3.37
852,4.0,0.0,0.2943,851.0,187.0,1920.0,1014.0,3.51
853,4.0,0.0,0.3766,848.0,175.0,1920.0,1015.0,2.68
854,4.0,0.0,0.3169,844.0,179.0,1920.0,1010.0,3.05
855,4.0,0.0,0.2736,962.0,190.0,1920.0,987.0,3.99
856,4.0,0.0,0.2526,983.0,191.0,1920.0,972.0,3.74
857,4.0,0.0,0.2565,909.0,176.0,1920.0,973.0,3.94
858,4.0,0.0,0.2638,986.0,185.0,1920.0,970.0,4.09
859,4.0,0.0,0.2866,1034.0,189.0,1920.0,974.0,3.91
860,4.0,0.0,0.2823,1053.0,189.0,1920.0,975.0,3.51
861,4.0,0.0,0.277,1069.0,184.0,1920.0,965.0,3.47
862,4.0,0.0,0.2925,1094.0,193.0,1920.0,953.0,3.42
863,4.0,0.0,0.2793,1084.0,187.0,1920.0,955.0,3.24
864,4.0,0.0,0.2612,1091.0,202.0,1920.0,943.0,3.18
865,4.0,0.0,0.266,1070.0,197.0,1920.0,963.0,3.6
866,4.0,0.0,0.2523,1085.0,198.0,1920.0,951.0,3.49
867,4.0,0.0,0.2384,946.0,181.0,1920.0,966.0,3.57
868,4.0,0.0,0.2564,1026.0,181.0,1920.0,957.0,3.39
869,4.0,0.0,0.2705,1072.0,193.0,1920.0,952.0,3.47
870,4.0,0.0,0.261,1032.0,189.0,1920.0,976.0,3.66
871,4.0,0.0,0.2386,1004.0,187.0,1920.0,982.0,3.13
872,4.0,0.0,0.2797,901.0,168.0,1920.0,994.0,3.46
873,4.0,0.0,0.2378,957.0,177.0,1920.0,995.0,2.46
874,4.0,0.0,0.2345,885.0,178.0,1920.0,996.0,4.01
875,4.0,0.0,0.2333,947.0,181.0,1920.0,991.0,4.36
876,4.0,0.0,0.2367,984.0,186.0,1920.0,996.0,4.16
877,4.0,0.0,0.2478,895.0,175.0,1920.0,999.0,4.49
878,4.0,0.0,0.2557,865.0,167.0,1920.0,1000.0,4.39
879,4.0,0.0,0.2529,852.0,170.0,1920.0,1000.0,4.56
880,4.0,0.0,0.2706,846.0,167.0,1920.0,996.0,4.18
881,4.0,0.0,0.2676,841.0,172.0,1920.0,997.0,3.7
882,4.0,0.0,0.2525,844.0,167.0,1920.0,996.0,3.79
883,4.0,0.0,0.2615,845.0,166.0,1920.0,997.0,3.53
884,4.0,0.0,0.2575,843.0,160.0,1920.0,998.0,3.42
885,4.0,0.0,0.1156,779.0,178.0,1919.0,1014.0,3.42
886,4.0,0.0,0.1202,760.0,187.0,1919.0,1020.0,3.85
887,4.0,0.0,0.1238,765.0,195.0,1919.0,1016.0,3.67
888,4.0,0.0,0.1018,793.0,223.0,1919.0,915.0,3.81
889,4.0,0.0,0.2189,964.0,206.0,1919.0,929.0,3.79
890,4.0,0.0,0.2399,1043.0,200.0,1919.0,934.0,3.33
891,4.0,0.0,0.2465,1083.0,201.0,1920.0,936.0,3.49
892,4.0,0.0,0.2079,944.0,187.0,1920.0,958.0,3.74
893,4.0,0.0,0.2445,1046.0,195.0,1920.0,943.0,3.42
894,4.0,0.0,0.2318,1092.0,198.0,1920.0,935.0,3.41
895,4.0,0.0,0.2415,1096.0,195.0,1919.0,938.0,3.49
896,4.0,0.0,0.254,1103.0,193.0,1920.0,939.0,3.82
897,4.0,0.0,0.2551,1099.0,184.0,1920.0,942.0,3.87
898,4.0,0.0,0.2453,1092.0,186.0,1920.0,939.0,3.66
899,4.0,0.0,0.2381,1067.0,181.0,1919.0,961.0,3.83
900,4.0,0.0,0.2433,1069.0,183.0,1919.0,967.0,3.78
901,4.0,0.0,0.2538,1057.0,186.0,1919.0,972.0,3.32
902,4.0,0.0,0.1129,1103.0,186.0,1919.0,932.0,3.73
903,4.0,0.0,0.3234,932.0,190.0,1919.0,960.0,2.58
904,4.0,0.0,0.3313,878.0,195.0,1919.0,972.0,3.22
905,4.0,0.0,0.2808,849.0,200.0,1919.0,972.0,3.94
906,4.0,0.0,0.3,837.0,200.0,1919.0,979.0,4.02
907,4.0,0.0,0.3092,836.0,194.0,1920.0,991.0,3.37
908,4.0,0.0,0.3053,835.0,199.0,1920.0,992.0,3.77
909,4.0,0.0,0.3075,836.0,201.0,1920.0,994.0,4.1
910,4.0,0.0,0.2888,830.0,204.0,1919.0,991.0,3.79
911,4.0,0.0,0.2903,818.0,189.0,1919.0,990.0,3.13
912,4.0,0.0,0.391,818.0,173.0,1919.0,999.0,3.97
913,4.0,0.0,0.301,822.0,186.0,1919.0,1003.0,3.85
